t,stamp,mug_marian,mug_theo,bowl_shared_1,plate_shared_1,laptop_marian,phone_marian,phone_theo,tablet_theo,keys_marian,keys_theo,wallet_marian,wallet_theo,book_marian,book_theo,water_bottle_marian,water_bottle_theo,remote_shared_1,charger_marian,charger_theo,backpack_marian,backpack_theo,jacket_marian,jacket_theo,glasses_marian,glasses_theo,notebook_marian,notebook_theo,pen_marian,medication_bottle_marian,medication_bottle_theo,blanket_marian,blanket_theo,towel_shared_1,umbrella_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,watering_can_marian,yoga_mat_theo
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14160,d09 Wed 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14220,d09 Wed 21:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14280,d09 Wed 22:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14340,d09 Wed 23:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14400,d10 Thu 00:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14460,d10 Thu 01:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14520,d10 Thu 02:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14580,d10 Thu 03:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14640,d10 Thu 04:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14700,d10 Thu 05:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
15000,d10 Thu 10:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
15060,d10 Thu 11:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
15120,d10 Thu 12:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
15180,d10 Thu 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15240,d10 Thu 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15300,d10 Thu 15:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15360,d10 Thu 16:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15420,d10 Thu 17:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15480,d10 Thu 18:00,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,entry,living
15540,d10 Thu 19:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15600,d10 Thu 20:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15660,d10 Thu 21:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15720,d10 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15780,d10 Thu 23:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15840,d11 Fri 00:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15900,d11 Fri 01:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
15960,d11 Fri 02:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
16020,d11 Fri 03:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
16080,d11 Fri 04:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
16140,d11 Fri 05:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,kitchen,entry,kitchen,kitchen,entry,living
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,entry,kitchen,kitchen,entry,kitchen
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16380,d11 Fri 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16440,d11 Fri 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16500,d11 Fri 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16560,d11 Fri 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16620,d11 Fri 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16680,d11 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16740,d11 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,kitchen,outside,kitchen,kitchen,kitchen,living,outside,entry,outside,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16800,d11 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,kitchen,outside,kitchen,kitchen,kitchen,living,outside,entry,outside,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16860,d11 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,kitchen,outside,kitchen,kitchen,kitchen,living,outside,entry,outside,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16920,d11 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
16980,d11 Fri 19:00,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17040,d11 Fri 20:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17100,d11 Fri 21:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17160,d11 Fri 22:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17220,d11 Fri 23:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17280,d12 Sat 00:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17340,d12 Sat 01:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17400,d12 Sat 02:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17460,d12 Sat 03:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17520,d12 Sat 04:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17580,d12 Sat 05:00,living,living,kitchen,kitchen,kitchen,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
17640,d12 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
